Time,Violent,Sports,Racing,Web Publishing,Animation & Modeling,Early Access,Action,Audio Production,Gore,Strategy,Photo Editing,Video Production,Nudity,Adventure,Design & Illustration,Sexual Content,Software Training,Indie,Simulation,Free to Play,Utilities,RPG,Education,Casual,Massively Multiplayer,Violent_id,Sports_id,Racing_id,Web Publishing_id,Animation & Modeling_id,Early Access_id,Action_id,Audio Production_id,Gore_id,Strategy_id,Photo Editing_id,Video Production_id,Nudity_id,Adventure_id,Design & Illustration_id,Sexual Content_id,Software Training_id,Indie_id,Simulation_id,Free to Play_id,Utilities_id,RPG_id,Education_id,Casual_id,Massively Multiplayer_id
2018-01-01 00:00,89,38600,38600,1051,6155,12780,565376,0,70,318844,0,1082,77,565376,6155,77,0,57628,40177,318844,6155,57628,0,19574,565376,253430,252950,252950,363890,431960,251570,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-01 12:00,133,24354,24354,978,8817,10360,2532808,0,76,616271,0,759,133,2532808,8817,99,0,52755,31401,616271,8817,52755,0,23139,2532808,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-02 00:00,120,45964,45964,1207,5315,16545,554129,0,75,343155,0,1151,66,554129,5315,66,0,69530,41502,343155,5315,69530,0,19461,554129,253430,252950,252950,363890,431960,251570,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-02 12:00,84,27071,27071,992,8597,9862,2604243,0,113,635991,0,759,104,2604243,8597,104,0,54536,32149,635991,8597,54536,0,21980,2604243,7510,252950,252950,363890,431960,251570,578080,0,612510,570,0,1840,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-03 00:00,124,43115,43115,1152,5444,13584,534354,0,67,322064,0,1080,73,534354,5444,71,0,61787,40677,326561,5444,61787,0,18614,534354,253430,252950,252950,363890,431960,251570,578080,0,612510,570,0,1840,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-03 12:00,201,23369,23369,1049,8704,9565,2542854,0,71,615883,0,796,201,2542854,8704,98,0,52217,31568,615883,8704,52217,0,18123,2542854,7510,252950,252950,363890,431960,251570,578080,0,612510,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-04 00:00,139,41406,41406,1179,5361,13256,526727,0,39,342750,0,1113,139,526727,5361,76,0,59883,38692,342750,5361,59883,0,16085,526727,7510,252950,252950,363890,431960,251570,578080,0,612510,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-04 12:00,205,23523,23523,1058,8873,9492,2568778,0,116,630603,0,815,205,2568778,8873,121,0,51009,31639,630603,8873,51009,0,19375,2568778,7510,252950,252950,363890,431960,251570,578080,0,612510,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-05 00:00,93,42845,42845,1199,5457,13341,524326,0,46,328690,0,1138,68,524326,5457,68,0,60293,40558,328690,5457,60293,0,15690,524326,253430,252950,252950,363890,431960,251570,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-05 12:00,82,24154,24154,1030,8898,9313,2713211,0,34,622412,0,814,82,2713211,8898,75,0,51753,32853,622412,8898,51753,0,21342,2713211,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-06 00:00,105,49440,49440,1133,5741,14533,627280,0,62,375818,0,1160,105,627280,5741,76,0,65965,43998,392308,5741,65965,0,16707,627280,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-06 12:00,202,29215,29215,1055,9838,11310,2792366,0,37,680947,0,930,202,2792366,9838,82,0,60676,37740,680947,9838,60676,0,21851,2792366,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-07 00:00,318,49926,49926,1154,5901,17000,674290,0,29,411679,0,1185,318,674290,5901,86,0,71127,46070,411679,5901,71127,0,21385,674290,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-07 12:00,65,28761,28761,1082,9764,12189,2730133,0,49,715870,0,1002,75,2730133,9764,75,0,61154,38167,715870,9764,61154,0,25697,2730133,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-08 00:00,228,36923,36923,1067,5085,14922,520918,0,34,417447,0,1055,228,520918,5085,70,0,57360,36331,417447,5085,57360,0,16425,520918,7510,252950,252950,363890,431960,251570,578080,0,612510,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-08 12:00,1142,17228,17228,941,8645,8679,2542603,0,25,689207,0,819,1142,2542603,8645,77,0,42146,25117,689207,8645,46454,0,18021,2542603,7510,252950,252950,363890,431960,251570,578080,0,612510,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-01-09 00:00,518,35241,35241,993,5130,13461,476798,0,31,417571,0,1009,518,476798,5130,48,0,47695,30661,417571,5130,47695,0,14390,476798,7510,252950,252950,363890,431960,438100,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-09 12:00,1121,16713,16713,901,8619,7726,2458399,0,20,682681,0,843,1121,2458399,8619,59,0,39331,24150,682681,8619,39331,0,16380,2458399,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-10 00:00,639,33633,33633,918,5036,14874,456503,0,33,273201,0,984,639,456503,5036,45,0,46287,27873,273201,5036,46287,0,14874,456503,7510,252950,252950,363890,431960,438100,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,438100,578080
2018-01-10 12:00,537,17465,17465,868,8897,7533,2484828,0,24,530262,0,788,537,2484828,8897,53,0,35354,24199,530262,8897,35354,0,15292,2484828,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-11 00:00,168,33687,33687,947,5163,14406,456411,0,28,279434,0,984,168,456411,5163,46,0,44017,26711,279434,5163,44017,0,14406,456411,7510,252950,252950,363890,431960,438100,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,438100,578080
2018-01-11 12:00,69,17238,17238,831,8899,7469,1912025,0,22,562497,0,803,70,1912025,8899,70,0,36743,20606,562497,8899,37248,0,13689,1912025,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-01-12 00:00,88,34876,34876,918,5213,14903,501151,0,20,314999,0,1006,88,501151,5213,60,0,44417,26562,314999,5213,44417,0,14903,501151,7510,252950,252950,363890,431960,438100,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,438100,578080
2018-01-12 12:00,521,17969,17969,65,0,739,2617626,0,15,549345,0,91,521,2617626,66,69,0,37932,21882,549345,2986,37932,0,1678,2617626,7510,252950,252950,682130,0,387990,578080,0,265210,570,0,528200,7510,578080,327140,385800,0,346110,4000,570,268850,346110,0,506140,578080
2018-01-13 00:00,148,45955,45955,957,5965,13304,608450,0,27,325174,0,1025,148,608450,5965,42,0,56688,35951,407936,5965,56688,0,13651,608450,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-13 12:00,318,30601,30601,896,9697,10895,2812853,0,24,634694,0,985,318,2812853,9697,61,0,53929,37702,634694,9697,53929,0,20994,2812853,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-14 00:00,103,45520,45520,1042,6340,19324,643903,0,38,367030,0,1164,78,643903,6340,46,0,65564,42047,416121,6340,65564,0,19324,643903,253430,252950,252950,363890,431960,438100,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,438100,578080
2018-01-14 12:00,108,30385,30385,1031,10072,12236,2830086,0,27,684856,0,1004,108,2830086,10072,52,0,62034,39416,684856,10072,62034,0,22401,2830086,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-15 00:00,159,35025,35025,1025,5444,13672,521545,0,24,344521,0,1093,159,521545,5444,35,0,54201,33969,344521,5444,54201,0,14324,521545,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-15 12:00,81,16201,16201,817,8735,8396,2619334,0,14,593326,0,883,81,2619334,8735,52,0,38181,20388,593326,8735,41975,0,13004,2619334,7510,252950,252950,363890,431960,438100,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-01-16 00:00,82,35607,35607,968,5103,13289,511633,0,38,373673,0,1020,38,511633,5103,38,0,49223,33586,373673,5103,49223,0,14292,511633,253430,252950,252950,363890,431960,438100,578080,0,612510,570,0,1840,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-16 12:00,52,16208,16208,855,8689,7278,2582746,0,23,634214,0,791,49,2582746,8689,49,0,35943,19687,634214,8689,35943,0,12733,2582746,394870,252950,252950,363890,431960,438100,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-17 00:00,57,34248,34248,914,5282,11656,476417,0,22,366224,0,973,42,476417,5282,38,0,44708,28872,366224,5282,44708,0,12732,476417,253430,252950,252950,363890,431960,438100,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-17 12:00,40,17162,17162,802,8952,7403,2616834,0,19,500484,0,849,51,2616834,8952,51,0,35064,21461,500484,8952,35064,0,12477,2616834,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-18 00:00,136,34325,34325,885,5386,10881,485670,0,26,270470,0,977,136,485670,5386,34,0,43542,28764,276022,5386,43542,0,13500,485670,7510,252950,252950,363890,431960,438100,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-18 12:00,35,18445,18445,776,8620,7213,2588953,0,11,526783,0,830,42,2588953,8620,42,0,36367,22087,526783,8620,36367,0,13354,2588953,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,227300,570,431960,346110,0,304930,578080
2018-01-19 00:00,50,33486,33486,825,5207,9857,473704,0,16,281684,0,991,50,473704,5207,48,0,41591,26847,281684,5207,41591,0,12689,473704,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-19 12:00,37,18268,18268,777,8592,7384,2570900,0,26,555010,0,850,48,2570900,8592,48,0,36484,21969,555010,8592,37267,0,15198,2570900,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-01-20 00:00,305,43456,43456,900,5629,12488,573315,0,0,296916,0,1060,305,573315,5629,31,0,51843,33756,382111,5629,51843,0,12584,573315,7510,252950,252950,363890,431960,438100,578080,0,0,570,0,1840,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-20 12:00,57,31477,31477,922,9415,10476,2724326,0,25,632388,0,1071,49,2724326,9415,49,0,54838,37674,632388,9415,54838,0,20900,2724326,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-21 00:00,78,44602,44602,1020,6021,14631,613910,0,29,360269,0,1158,57,613910,6021,49,0,59815,39721,406506,6021,59815,0,15348,613910,253430,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-21 12:00,53,30292,30292,957,9546,12067,2767987,0,15,666967,0,1115,38,2767987,9546,38,0,59316,38709,666967,9546,59316,0,21886,2767987,393080,252950,252950,363890,431960,251570,578080,0,580420,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-22 00:00,111,34164,34164,971,5350,12884,490087,0,21,327066,0,1095,111,490087,5350,26,0,49796,32453,327066,5350,49796,0,13117,490087,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-22 12:00,35,16448,16448,842,8436,7763,2541174,0,19,591375,0,927,45,2541174,8436,45,0,34989,21745,591375,8436,48408,0,12980,2541174,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,227300,570,431960,218620,0,304930,578080
2018-01-23 00:00,41,33035,33035,899,5044,10412,468617,0,10,314637,0,1012,34,468617,5044,34,0,42424,26567,314637,5044,49250,0,11297,468617,253430,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-01-23 12:00,34,16584,16584,854,8258,7457,2538721,0,21,579334,0,937,42,2538721,8258,42,0,34340,20808,579334,8258,43633,0,12194,2538721,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,227300,570,431960,218620,0,304930,578080
2018-01-24 00:00,170,33313,33313,914,5105,10131,463134,0,28,327314,0,1015,41,463134,5105,41,0,39771,26108,327314,5105,39771,0,11608,463134,394870,252950,252950,363890,431960,438100,578080,0,580420,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-24 12:00,32,17036,17036,795,8504,7259,2538621,0,20,527326,0,940,40,2538621,8504,40,0,34519,21755,527326,8504,34519,0,15116,2538621,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-25 00:00,109,33750,33750,878,5170,9893,468684,0,15,269736,0,1033,109,468684,5170,28,0,38245,25524,287505,5170,38245,0,11089,468684,7510,252950,252950,363890,431960,438100,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-25 12:00,128,18110,18110,812,8697,7231,2493291,0,7,553335,0,870,128,2493291,8697,42,0,33451,21213,553335,8697,39374,0,13942,2493291,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-01-26 00:00,100,33768,33768,831,5127,9733,484378,0,17,280957,0,976,86,484378,5127,34,0,38855,25401,289397,5127,38855,0,10946,484378,394870,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-26 12:00,183,19080,19080,752,8539,7185,2346007,0,20,567993,0,803,183,2346007,8539,37,0,34298,22622,567993,8539,34298,0,15665,2346007,7510,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-01-27 00:00,71,44637,44637,860,5451,11504,558562,0,38,326705,0,1037,45,558562,5451,29,0,47795,32960,390074,5451,47795,0,12950,558562,253430,252950,252950,363890,431960,251570,578080,0,580420,570,0,1840,7510,578080,431960,385800,0,346110,4000,730,431960,346110,0,304930,578080
2018-01-27 12:00,53,30521,30521,873,9215,10071,2678950,0,20,660835,0,1059,41,2678950,9215,41,0,50871,37314,660835,9215,52216,0,22359,2678950,393080,252950,252950,363890,431960,251570,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
