Time,Violent,Sports,Racing,Web Publishing,Animation & Modeling,Early Access,Action,Audio Production,Gore,Strategy,Photo Editing,Video Production,Nudity,Adventure,Design & Illustration,Sexual Content,Software Training,Indie,Simulation,Free to Play,Utilities,RPG,Education,Casual,Massively Multiplayer,Violent_id,Sports_id,Racing_id,Web Publishing_id,Animation & Modeling_id,Early Access_id,Action_id,Audio Production_id,Gore_id,Strategy_id,Photo Editing_id,Video Production_id,Nudity_id,Adventure_id,Design & Illustration_id,Sexual Content_id,Software Training_id,Indie_id,Simulation_id,Free to Play_id,Utilities_id,RPG_id,Education_id,Casual_id,Massively Multiplayer_id
2018-04-27 00:00,56,28046,28046,840,5152,6858,250060,0,8,206712,0,1015,36,250060,5152,36,0,28046,21335,206712,5152,66179,0,6906,250060,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,252950,4000,570,431960,218620,0,304930,578080
2018-04-27 12:00,41,21348,21348,763,8596,7067,1530536,0,16,502409,0,884,37,1530536,8596,37,0,29599,22861,502409,8596,51596,0,10881,1530536,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-04-28 00:00,52,33981,33981,804,5559,8108,288014,0,21,242761,0,1073,32,288014,5559,32,0,33981,24735,242761,5559,66884,0,8108,288014,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,252950,4000,570,431960,218620,0,427520,578080
2018-04-28 12:00,54,31665,31665,862,9083,9978,1573956,0,17,569429,0,991,35,1573956,9083,35,0,40036,32883,569429,9083,86408,0,15598,1573956,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-04-29 00:00,177,35179,35179,918,5947,9868,344502,0,16,281210,0,1131,177,344502,5947,26,0,35179,28601,281210,5947,74987,0,9868,344502,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,252950,4000,570,431960,218620,0,427520,578080
2018-04-29 12:00,194,32533,32533,947,9774,11307,1640710,0,19,581034,0,1022,194,1640710,9774,34,0,44657,34270,581034,9774,85519,0,16451,1640710,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-04-30 00:00,74,32930,32930,960,5810,9684,328974,0,16,273800,0,1099,35,328974,5810,35,0,33344,27494,273800,5810,55093,0,9684,328974,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,427520,578080
2018-04-30 12:00,169,25863,25863,902,9291,8495,1619804,0,18,564191,0,969,169,1619804,9291,41,0,36036,27141,564191,9291,44691,0,15110,1619804,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-05-01 00:00,106,35344,35344,882,5758,8075,348786,0,22,277937,0,1074,106,348786,5758,69,0,35344,28651,277937,5758,32153,0,9074,348786,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,252950,413150,570,431960,346110,0,304930,578080
2018-05-01 12:00,54,28139,28139,904,9501,9993,1664155,0,16,608243,0,1033,82,1664155,9501,82,0,40570,29079,608243,9501,40570,0,15180,1664155,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-02 00:00,40,27195,27195,857,6568,7051,259127,0,9,255992,0,1016,50,259127,6568,50,0,31093,31093,255992,6568,31093,0,7496,259127,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-02 12:00,36,19283,19283,805,8659,6953,1528078,0,18,544571,0,1001,74,1528078,8659,74,0,29412,24202,544571,8659,35229,0,11373,1528078,393080,252950,252950,363890,431960,427520,578080,0,580420,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-05-03 00:00,44,26761,26761,853,5115,6840,253375,0,4,233185,0,1098,66,253375,5115,66,0,32369,32369,233185,5115,32369,0,7449,253375,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-03 12:00,42,17947,17947,808,8609,6842,1375483,0,9,513164,0,920,102,1375483,8609,102,0,27072,19481,513164,8609,30507,0,11031,1375483,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-05-04 00:00,30,27106,27106,831,5115,7020,268424,0,9,232350,0,1016,69,268424,5115,69,0,33093,33093,232350,5115,33093,0,7095,268424,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-04 12:00,31,20033,20033,791,8484,7029,1786915,0,7,524368,0,905,102,1786915,8484,102,0,32313,22655,524368,8484,33005,0,12222,1786915,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,252490,4000,570,431960,218620,0,304930,578080
2018-05-05 00:00,49,31711,31711,797,5730,8108,342597,0,22,261885,0,1111,83,342597,5730,83,0,35669,35669,261885,5730,38006,0,8290,342597,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,218620,0,304930,578080
2018-05-05 12:00,53,27969,27969,868,10287,10058,1827488,0,14,642627,0,1034,120,1827488,10287,120,0,39448,32802,642627,10287,46301,0,16118,1827488,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-05-06 00:00,31,32907,32907,881,6608,9564,346825,0,13,298952,0,1156,99,346825,6608,99,0,41562,41562,298952,6608,41562,0,9564,346825,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,427520,578080
2018-05-06 12:00,47,28721,28721,960,10721,11017,1747589,0,21,638899,0,1095,70,1747589,10721,70,0,42253,33976,638899,10721,42253,0,15996,1747589,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-07 00:00,54,29374,29374,858,5872,8726,279705,0,22,261077,0,1112,38,279705,5872,38,0,46528,46528,261077,5872,46528,0,8726,279705,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,427520,578080
2018-05-07 12:00,30,18370,18370,828,9338,7060,1504990,0,12,542020,0,905,59,1504990,9338,59,0,28546,23851,542020,9338,28546,0,10233,1504990,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,413150,570,431960,346110,0,304930,578080
2018-05-08 00:00,28,27491,27491,821,5569,6865,265585,0,15,237625,0,1021,47,265585,5569,47,0,37076,37076,237625,5569,37076,0,7574,265585,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-08 12:00,28,18723,18723,863,9068,6900,1481703,0,6,560087,0,978,38,1481703,9068,38,0,28385,23324,560087,9068,28385,0,11442,1481703,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-09 00:00,34,25742,25742,924,7131,6640,245248,0,7,224606,0,1005,32,245248,7131,32,0,33448,33448,224606,7131,33448,0,7230,245248,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-09 12:00,26,18535,18535,892,9915,6478,1492303,0,8,671483,0,923,39,1492303,9915,39,0,28155,24269,671483,9915,28155,0,11060,1492303,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-10 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-10 12:00,37,23123,23123,958,8975,8789,1498095,0,10,627482,0,933,36,1498095,8975,36,0,35165,26474,627482,8975,35165,0,10466,1498095,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,413150,570,431960,346110,0,304930,578080
2018-05-11 00:00,50,28970,28970,887,5206,7394,253762,0,17,236733,0,1025,26,253762,5206,26,0,33222,33222,236733,5206,33222,0,7394,253762,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,427520,578080
2018-05-11 12:00,40,22592,22592,883,8983,7803,1489379,0,14,619314,0,920,45,1489379,8983,45,0,32188,24225,619314,8983,32188,0,11320,1489379,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,440900,570,431960,346110,0,304930,578080
2018-05-12 00:00,62,33591,33591,939,5650,8311,300178,0,16,270178,0,1068,25,300178,5650,25,0,33728,33728,270178,5650,33728,0,8321,300178,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-12 12:00,48,29130,29130,1046,9945,10222,1577475,0,18,737504,0,998,36,1577475,9945,36,0,41375,33952,737504,9945,41375,0,15791,1577475,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-13 00:00,60,33920,33920,1018,5882,9796,336902,0,26,336902,0,1126,40,316084,5882,40,0,38473,38473,336902,5882,38473,0,9796,316084,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,427520,578080
2018-05-13 12:00,41,29445,29445,1144,9847,11093,1435712,0,13,736788,0,1114,48,1435712,9847,48,0,42978,35247,736788,9847,42978,0,16220,1435712,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,440900,570,431960,346110,0,304930,578080
2018-05-14 00:00,43,26952,26952,986,5210,8182,286369,0,9,286369,0,1009,43,233122,5210,28,0,37853,37853,286369,5210,37853,0,8182,233122,7510,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,413150,413150,570,431960,413150,0,427520,578080
2018-05-14 12:00,32,16314,16314,938,8199,6160,1291788,0,10,599788,0,933,30,1291788,8199,30,0,27095,22313,599788,8199,27095,0,9030,1291788,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,440900,570,431960,346110,0,304930,578080
2018-05-15 00:00,45,26515,26515,976,5033,7163,257791,0,15,257791,0,1035,17,230017,5033,17,0,32522,32522,257791,5033,32522,0,7871,230017,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-15 12:00,26,16435,16435,937,8626,6202,1306160,0,10,587072,0,928,31,1306160,8626,31,0,26471,22100,587072,8626,26471,0,8762,1306160,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,440900,570,431960,346110,0,304930,578080
2018-05-16 00:00,66,27219,27219,927,7202,6958,247018,0,15,247018,0,1012,39,226140,7202,39,0,30551,30551,247018,7202,30551,0,7393,226140,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-16 12:00,111,17662,17662,842,9356,6107,1295169,0,13,580237,0,860,111,1295169,9356,38,0,27458,21947,580237,9356,27458,0,9458,1295169,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,440900,570,431960,346110,0,304930,578080
2018-05-17 00:00,35,27039,27039,882,5592,6724,250708,0,11,250708,0,1008,25,237619,5592,25,0,28571,29341,250708,5592,29341,0,7797,237619,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,440900,570,431960,440900,0,304930,578080
2018-05-17 12:00,30,17104,17104,829,9344,6144,1241467,0,7,580696,0,895,36,1241467,9344,36,0,25743,21087,580696,9344,25743,0,9354,1241467,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,440900,570,431960,346110,0,304930,578080
2018-05-18 00:00,33,27581,27581,842,6893,6796,253410,0,14,253410,0,978,32,235820,6893,32,0,27581,28197,253410,6893,28197,0,7566,235820,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,252950,440900,570,431960,440900,0,304930,578080
2018-05-18 12:00,39,19339,19339,847,9203,6372,1383088,0,13,563473,0,847,35,1383088,9203,35,0,27589,20684,563473,9203,31081,0,10381,1383088,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,227300,570,431960,218620,0,304930,578080
2018-05-19 00:00,76,32215,32215,818,6126,7924,308769,0,18,288650,0,1038,76,308769,6126,28,0,32215,30949,288650,6126,30949,0,8518,308769,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,7510,578080,431960,385800,0,252950,440900,570,431960,440900,0,304930,578080
2018-05-19 12:00,45,28528,28528,923,10667,10002,1524357,0,24,687562,0,990,48,1524357,10667,48,0,39260,32599,687562,10667,41011,0,16000,1524357,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-05-20 00:00,68,32678,32678,919,6492,9631,325029,0,24,325029,0,1111,31,315076,6492,31,0,34171,34906,325029,6492,34906,0,11077,315076,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,346110,440900,570,431960,440900,0,304930,578080
2018-05-20 12:00,55,28780,28780,1004,10021,10966,1330582,0,21,679020,0,1072,33,1330582,10021,33,0,41980,35599,679020,10021,41980,0,16728,1330582,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,227300,570,431960,346110,0,304930,578080
2018-05-21 00:00,57,31070,31070,922,5698,9370,287022,0,24,287022,0,1066,32,256020,5698,32,0,35268,36171,287022,5698,36171,0,9667,256020,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,440900,570,431960,440900,0,304930,578080
2018-05-21 12:00,42,23311,23311,865,9054,8964,1279678,0,18,586545,0,923,33,1279678,9054,33,0,36837,29760,586545,9054,36837,0,11517,1279678,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,440900,570,431960,346110,0,304930,578080
2018-05-22 00:00,54,27824,27824,874,5448,7615,253259,0,20,232970,0,1031,22,253259,5448,22,0,29552,29552,232970,5448,29552,0,8901,253259,253430,252950,252950,363890,431960,427520,578080,0,265210,570,0,1840,385800,578080,431960,385800,0,413150,413150,570,431960,413150,0,304930,578080
2018-05-22 12:00,51,17376,17376,827,9007,6512,1319096,0,12,576975,0,883,33,1319096,9007,33,0,28238,20085,576975,9007,28238,0,10885,1319096,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,227300,570,431960,346110,0,304930,578080
2018-05-23 00:00,52,26656,26656,838,6731,6835,251159,0,25,251159,0,987,25,213086,6731,25,0,26656,26151,251159,6731,26151,0,8538,213086,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,252950,440900,570,431960,440900,0,304930,578080
2018-05-23 12:00,38,17839,17839,853,9649,6244,1249886,0,38,572151,0,906,38,1249886,9649,29,0,27225,21734,572151,9649,27225,0,10942,1249886,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-24 00:00,59,26564,26564,840,5395,6656,257716,0,20,257716,0,972,26,216289,5395,26,0,26564,24342,257716,5395,25111,0,8787,216289,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,252950,440900,570,431960,346110,0,304930,578080
2018-05-24 12:00,39,17648,17648,788,8803,6197,1243276,0,15,566233,0,897,41,1243276,8803,41,0,26515,20199,566233,8803,26515,0,11388,1243276,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-25 00:00,49,26956,26956,778,7021,6540,222485,0,30,222485,0,927,30,193613,7021,23,0,26956,22930,222485,7021,24940,0,8046,193613,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,252950,440900,570,431960,346110,0,304930,578080
2018-05-25 12:00,38,19697,19697,765,9553,6321,1331999,0,26,582003,0,918,26,1331999,9553,26,0,28490,22709,582003,9553,30431,0,12463,1331999,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-05-26 00:00,159,32301,32301,811,6116,7811,288100,0,27,288100,0,1038,159,281889,6116,66,0,32301,26073,288100,6116,31263,0,7926,281889,7510,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,252950,4000,570,431960,346110,0,304930,578080
2018-05-26 12:00,166,27864,27864,871,10078,9328,1390185,0,23,688758,0,980,166,1390185,10078,42,0,39173,31848,688758,10078,39173,0,15239,1390185,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-27 00:00,93,32140,32140,807,6188,9067,327396,0,21,327396,0,1061,33,291592,6188,31,0,33880,28254,327396,6188,33880,0,10856,291592,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-27 12:00,54,28177,28177,930,10139,10208,1374246,0,20,686240,0,1054,37,1374246,10139,37,0,42581,32475,686240,10139,42581,0,16343,1374246,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-28 00:00,89,27269,27269,792,5410,7953,289771,0,30,289771,0,953,89,224634,5410,27,0,30106,27954,289771,5410,30106,0,9284,224634,7510,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,413150,570,431960,346110,0,304930,578080
2018-05-28 12:00,42,19657,19657,806,8604,6757,1184551,0,23,599136,0,950,36,1184551,8604,30,0,29897,24067,599136,8604,29897,0,12995,1184551,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-29 00:00,70,29266,29266,875,5365,7963,280287,0,29,280287,0,993,70,229874,5365,23,0,30122,28846,280287,5365,30122,0,9768,229874,7510,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,346110,413150,570,431960,346110,0,304930,578080
2018-05-29 12:00,63,19880,19880,794,8741,6082,1237218,0,37,593807,0,926,63,1237218,8741,37,0,28693,23749,593807,8741,28693,0,13824,1237218,7510,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,7510,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-30 00:00,47,35038,35038,820,6793,6498,221275,0,21,221275,0,975,25,158432,6793,25,0,35038,24190,221275,6793,26763,0,9542,158432,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,252950,4000,570,431960,346110,0,304930,578080
2018-05-30 12:00,42,25696,25696,798,9197,6161,1266644,0,11,585820,0,958,46,1266644,9197,46,0,27538,26683,585820,9197,27538,0,14727,1266644,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,346110,0,304930,578080
2018-05-31 00:00,83,34661,34661,816,5512,6862,263825,0,18,263825,0,1038,83,219877,5512,32,0,34661,24833,263825,5512,27550,0,10173,219877,7510,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,252950,4000,570,431960,346110,0,304930,578080
2018-05-31 12:00,48,25909,25909,807,8881,7100,1228591,0,17,584338,0,993,48,1228591,8881,48,0,30167,25939,584338,8881,30190,0,15695,1228591,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-06-01 00:00,1212,32639,32639,787,5428,6917,259428,0,22,259428,0,993,1212,227525,5428,34,0,32639,24917,259428,5428,26608,0,10201,227525,7510,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,7510,578080,431960,385800,0,252950,4000,570,431960,346110,0,304930,578080
2018-06-01 12:00,55,27138,27138,772,8930,6818,1299457,0,23,593118,0,923,47,1299457,8930,47,0,30362,27524,593118,8930,36612,0,16676,1299457,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,346110,4000,570,431960,218620,0,304930,578080
2018-06-02 00:00,47,35895,35895,774,6100,7590,293325,0,25,293325,0,995,33,269515,6100,33,0,71911,27473,293325,6100,71911,0,11117,269515,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-02 12:00,58,31428,31428,857,10262,9411,1361405,0,27,673115,0,1062,48,1361405,10262,48,0,64049,32707,673115,10262,64049,0,17994,1361405,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-03 00:00,51,35128,35128,806,6215,9107,320812,0,22,320812,0,1092,37,277590,6215,37,0,64697,29709,320812,6215,64697,0,12058,277590,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-03 12:00,77,31770,31770,876,9994,10446,1351491,0,20,680974,0,1103,45,1351491,9994,45,0,70196,33647,680974,9994,70196,0,18535,1351491,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-04 00:00,40,30617,30617,833,5484,8086,284993,0,11,284993,0,1024,25,224275,5484,25,0,61701,26748,284993,5484,61701,0,11407,224275,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-04 12:00,33,20209,20209,773,8425,5928,1261298,0,14,572590,0,943,36,1261298,8425,36,0,48028,23128,572590,8425,48028,0,15036,1261298,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-05 00:00,53,29692,29692,784,5192,6637,262105,0,15,262105,0,960,32,238704,5192,32,0,57493,24667,262105,5192,57493,0,11008,238704,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-05 12:00,42,20669,20669,762,8727,5969,1295718,0,8,573474,0,907,50,1295718,8727,50,0,46328,23987,573474,8727,46328,0,15414,1295718,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-06 00:00,48,29871,29871,765,6921,6519,247563,0,21,247563,0,1038,30,216443,6921,30,0,54800,24876,247563,6921,54800,0,10807,216443,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-06 12:00,33,21314,21314,795,9482,5844,1271799,0,17,549194,0,948,36,1271799,9482,36,0,46386,26609,549194,9482,46386,0,16522,1271799,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-07 00:00,37,29089,29089,792,5454,6262,269480,0,20,269480,0,986,30,221295,5454,30,0,52616,24813,269480,5454,52616,0,10124,221295,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-07 12:00,42,20037,20037,764,8852,5837,1251544,0,15,595446,0,944,31,1251544,8852,31,0,43418,23778,595446,8852,43418,0,15996,1251544,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-08 00:00,46,28316,28316,763,5240,6070,284777,0,19,284777,0,927,21,215230,5240,21,0,47541,24595,284777,5240,47541,0,10941,215230,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-08 12:00,44,21665,21665,763,8646,6053,1406721,0,16,634555,0,921,38,1406721,8646,38,0,43206,25720,634555,8646,43206,0,15628,1406721,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-09 00:00,33,33632,33632,791,5825,7314,313046,0,21,313046,0,1018,38,283044,5825,38,0,53326,27673,313046,5825,53326,0,11652,283044,393080,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-09 12:00,47,29862,29862,843,9999,9115,1415874,0,25,673732,0,1020,38,1415874,9999,38,0,56566,33184,673732,9999,56566,0,18044,1415874,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-10 00:00,65,34786,34786,839,6474,8684,333322,0,24,333322,0,1022,32,303087,6474,32,0,57358,29037,333322,6474,57358,0,12785,303087,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-10 12:00,69,31138,31138,925,9988,10154,1378856,0,22,702871,0,1029,45,1378856,9988,45,0,61223,33084,702871,9988,61223,0,18149,1378856,393080,252950,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-11 00:00,53,32599,32599,807,5453,7879,310323,0,31,310323,0,1029,43,235291,5453,43,0,53190,27025,310323,5453,53190,0,12746,235291,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-11 12:00,40,20886,20612,786,8685,6054,1221297,0,14,628589,0,929,40,1221297,8685,40,0,40954,23249,628589,8685,40954,0,15065,1221297,393080,577800,252950,363890,431960,427520,578080,0,265210,570,0,365670,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
2018-06-12 00:00,41,35952,35952,764,5311,6328,299063,0,19,299063,0,967,38,210482,5311,38,0,46467,25118,299063,5311,46467,0,12445,210482,253430,252950,252950,363890,431960,427520,570,0,265210,570,0,1840,385800,578080,431960,385800,0,238960,4000,570,431960,238960,0,304930,578080
